Asset Event Count (by Type),,,
Shows number of events per event type and asset,,,
Report Parameters,,,
StartTimeFilter: 31/12/2017 06:17:00 GMT,,,
EndTimeFilter: 07/01/2018 06:17:00 GMT,,,
Language: English,,,
Asset,,Event Type,Occurrences
V00758 A-12373,,Ignition On,33
V00758 A-12373,,Tag In,31
V00758 A-12373,,Tag Out,30
V00758 A-12373,,Ignition Off,32
V00758 A-12373,,Power Up,7
V00758 A-12373,,External Power Restore,2
V00758 A-12373,,External Power Loss,3
V00758 A-12373,,Heartbeat,7
V00758 A-12373,,Idle Start,3
V00758 A-12373,,Idle End,1
V00758 A-12373,,Command Response,1
V00758 A-12373,Count: 12,,Sum: 657
V00759 B-13851,,,
V00759 B-13851,,Journey Periodic,288
V00759 B-13851,,Idle End,2
V00759 B-13851,,Idle Start,2
V00759 B-13851,,Ignition On,9
V00759 B-13851,,Tag In,9
V00759 B-13851,,Tag Out,8
V00759 B-13851,,Journey Summary,8
V00759 B-13851,,Ignition Off,8
V00759 B-13851,,Heartbeat,13
V00759 B-13851,,Power Up,12
V00759 B-13851,,Harsh Acceleration,6
V00759 B-13851,,Harsh Cornering,1
V00759 B-13851,Count: 12,,Sum: 366
V00760 K-15961 WT,,,
V00760 K-15961 WT,,Journey Periodic,2944
V00760 K-15961 WT,,Ignition On,33
V00760 K-15961 WT,,Tag In,33
V00760 K-15961 WT,,Tag Out,33
V00760 K-15961 WT,,Journey Summary,33
V00760 K-15961 WT,,Ignition Off,33
V00760 K-15961 WT,,Idle End,40
V00760 K-15961 WT,,Idle Start,43
V00760 K-15961 WT,,Heartbeat,14
V00760 K-15961 WT,,Overspeed End,15
V00760 K-15961 WT,,Overspeed Start,15
V00760 K-15961 WT,,Harsh Cornering,5
V00760 K-15961 WT,,Harsh Acceleration,6
V00760 K-15961 WT,,Power Up,2
V00760 K-15961 WT,Count: 14,,Sum: 3249
V00761 K-15973 WT,,,
V00761 K-15973 WT,,Tag Out,29
V00761 K-15973 WT,,Journey Summary,29
V00761 K-15973 WT,,Ignition Off,29
V00761 K-15973 WT,,Journey Periodic,3477
V00761 K-15973 WT,,Overspeed End,6
V00761 K-15973 WT,,Overspeed Start,6
V00761 K-15973 WT,,Ignition On,28
V00761 K-15973 WT,,Tag In,27
V00761 K-15973 WT,,Idle End,25
V00761 K-15973 WT,,Idle Start,24
V00761 K-15973 WT,,Heartbeat,16
V00761 K-15973 WT,,Harsh Acceleration,4
V00761 K-15973 WT,,Power Up,1
V00761 K-15973 WT,Count: 13,,Sum: 3701
V00762 K-15884 WT,,,
V00762 K-15884 WT,,Journey Periodic,3855
V00762 K-15884 WT,,Harsh Cornering,47
V00762 K-15884 WT,,Idle End,36
V00762 K-15884 WT,,Idle Start,39
V00762 K-15884 WT,,Overspeed End,60
V00762 K-15884 WT,,Overspeed Start,60
V00762 K-15884 WT,,Ignition On,23
V00762 K-15884 WT,,Tag In,21
V00762 K-15884 WT,,Tag Out,21
V00762 K-15884 WT,,Journey Summary,23
V00762 K-15884 WT,,Ignition Off,23
V00762 K-15884 WT,,Heartbeat,14
V00762 K-15884 WT,,Harsh Acceleration,8
V00762 K-15884 WT,,Harsh Deceleration,2
V00762 K-15884 WT,Count: 14,,Sum: 4232
V00763 K-16130 WT,,,
V00763 K-16130 WT,,Journey Summary,45
V00763 K-16130 WT,,Ignition Off,46
V00763 K-16130 WT,,Journey Periodic,2409
V00763 K-16130 WT,,Idle End,20
V00763 K-16130 WT,,Idle Start,34
V00763 K-16130 WT,,Ignition On,46
V00763 K-16130 WT,,Tag In,47
V00763 K-16130 WT,,Tag Out,45
V00763 K-16130 WT,,Heartbeat,14
V00763 K-16130 WT,,Overspeed End,1
V00763 K-16130 WT,,Overspeed Start,1
V00763 K-16130 WT,,Harsh Acceleration,3
V00763 K-16130 WT,,Harsh Cornering,3
V00763 K-16130 WT,,Power Up,1
V00763 K-16130 WT,Count: 14,,Sum: 2715
V00764 A-99545,,,
V00764 A-99545,,Tag Out,12
V00764 A-99545,,External Power Restore,2
V00764 A-99545,,External Power Loss,2
V00764 A-99545,,Tag In,12
V00764 A-99545,,Heartbeat,13
V00764 A-99545,,Ignition Off,7
V00764 A-99545,,Ignition On,7
V00764 A-99545,,Journey Periodic,35
V00764 A-99545,,Idle End,1
V00764 A-99545,,Idle Start,1
V00764 A-99545,,Command Response,1
V00764 A-99545,Count: 11,,Sum: 93
V00765 A-13461,,,
V00765 A-13461,,Tag Out,116
V00765 A-13461,,Ignition Off,120
V00765 A-13461,,Ignition On,121
V00765 A-13461,,Tag In,115
V00765 A-13461,,Journey Periodic,298
V00765 A-13461,,External Power Restore,4
V00765 A-13461,,External Power Loss,4
V00765 A-13461,,Heartbeat,14
V00765 A-13461,,Idle End,1
V00765 A-13461,,Idle Start,1
V00765 A-13461,,Command Response,1
V00765 A-13461,Count: 11,,Sum: 795
V00767 B 29534 WT,,,
V00767 B 29534 WT,,Journey Periodic,3620
V00767 B 29534 WT,,Ignition On,33
V00767 B 29534 WT,,Tag In,24
V00767 B 29534 WT,,Heartbeat,14
V00767 B 29534 WT,,Tag Out,24
V00767 B 29534 WT,,Journey Summary,32
V00767 B 29534 WT,,Ignition Off,33
V00767 B 29534 WT,Count: 7,,Sum: 3780
V00770 C-95415 TT,,,
V00771 C-29082 WT,,,
V00771 C-29082 WT,,Journey Periodic,2786
V00771 C-29082 WT,,Idle Start,43
V00771 C-29082 WT,,Idle End,40
V00771 C-29082 WT,,Ignition On,17
V00771 C-29082 WT,,Tag In,17
V00771 C-29082 WT,,Tag Out,17
V00771 C-29082 WT,,Journey Summary,17
V00771 C-29082 WT,,Ignition Off,17
V00771 C-29082 WT,,Harsh Cornering,1
V00771 C-29082 WT,,Heartbeat,11
V00771 C-29082 WT,,Power Up,3
V00771 C-29082 WT,,Overspeed End,5
V00771 C-29082 WT,,Overspeed Start,5
V00771 C-29082 WT,,External Power Restore,1
V00771 C-29082 WT,,External Power Loss,1
V00771 C-29082 WT,Count: 15,,Sum: 2981
V00772 C-29597 WT,,,
V00772 C-29597 WT,,Journey Periodic,2689
V00772 C-29597 WT,,Idle End,52
V00772 C-29597 WT,,Idle Start,51
V00772 C-29597 WT,,Ignition On,11
V00772 C-29597 WT,,Tag In,11
V00772 C-29597 WT,,Heartbeat,13
V00772 C-29597 WT,,Tag Out,11
V00772 C-29597 WT,,Journey Summary,10
V00772 C-29597 WT,,Ignition Off,11
V00772 C-29597 WT,,Overspeed End,13
V00772 C-29597 WT,,Overspeed Start,13
V00772 C-29597 WT,,Harsh Cornering,1
V00772 C-29597 WT,,Power Up,2
V00772 C-29597 WT,Count: 13,,Sum: 2888
V00773 C-29477 WT,,,
V00773 C-29477 WT,,Journey Periodic,2390
V00773 C-29477 WT,,Idle End,38
V00773 C-29477 WT,,Idle Start,39
V00773 C-29477 WT,,Ignition On,11
V00773 C-29477 WT,,Tag In,11
V00773 C-29477 WT,,Heartbeat,14
V00773 C-29477 WT,,Tag Out,10
V00773 C-29477 WT,,Journey Summary,10
V00773 C-29477 WT,,Ignition Off,10
V00773 C-29477 WT,,Power Up,7
V00773 C-29477 WT,Count: 10,,Sum: 2540
V00774 C-29590 WT,,,
V00774 C-29590 WT,,Tag Out,37
V00774 C-29590 WT,,Journey Summary,37
V00774 C-29590 WT,,Ignition Off,37
V00774 C-29590 WT,,Journey Periodic,1646
V00774 C-29590 WT,,Idle End,13
V00774 C-29590 WT,,Idle Start,17
V00774 C-29590 WT,,Ignition On,37
V00774 C-29590 WT,,Tag In,37
V00774 C-29590 WT,,Heartbeat,14
V00774 C-29590 WT,,Power Up,1
V00774 C-29590 WT,,Harsh Acceleration,1
V00774 C-29590 WT,Count: 11,,Sum: 1877
V00775 C-29147 WT,,,
V00775 C-29147 WT,,Journey Periodic,3046
V00775 C-29147 WT,,Overspeed End,63
V00775 C-29147 WT,,Overspeed Start,63
V00775 C-29147 WT,,Idle End,55
V00775 C-29147 WT,,Idle Start,54
V00775 C-29147 WT,,Ignition On,20
V00775 C-29147 WT,,Journey Summary,20
V00775 C-29147 WT,,Ignition Off,20
V00775 C-29147 WT,,Heartbeat,14
V00775 C-29147 WT,,Harsh Cornering,5
V00775 C-29147 WT,,Harsh Acceleration,1
V00775 C-29147 WT,,Command Response,1
V00775 C-29147 WT,Count: 12,,Sum: 3362
V00776 C-29751 WT,,,
V00776 C-29751 WT,,Journey Periodic,3028
V00776 C-29751 WT,,Idle End,42
V00776 C-29751 WT,,Idle Start,45
V00776 C-29751 WT,,Ignition On,14
V00776 C-29751 WT,,Tag In,13
V00776 C-29751 WT,,Heartbeat,14
V00776 C-29751 WT,,Tag Out,13
V00776 C-29751 WT,,Journey Summary,14
V00776 C-29751 WT,,Ignition Off,14
V00776 C-29751 WT,,Harsh Cornering,4
V00776 C-29751 WT,,Overspeed End,4
V00776 C-29751 WT,,Overspeed Start,4
V00776 C-29751 WT,,Harsh Acceleration,1
V00776 C-29751 WT,,Power Up,1
V00776 C-29751 WT,Count: 14,,Sum: 3211
V00782 G-93580,,,
V00782 G-93580,,Journey Periodic,319
V00782 G-93580,,Ignition On,70
V00782 G-93580,,Tag In,37
V00782 G-93580,,Tag Out,37
V00782 G-93580,,Ignition Off,71
V00782 G-93580,,Heartbeat,14
V00782 G-93580,,Idle Start,4
V00782 G-93580,,Idle End,2
V00782 G-93580,,External Power Restore,10
V00782 G-93580,,External Power Loss,10
V00782 G-93580,,Command Response,1
V00782 G-93580,Count: 11,,Sum: 575
V00783 L-71167,,,
V00783 L-71167,,Tag Out,25
V00783 L-71167,,Ignition Off,25
V00783 L-71167,,Journey Periodic,237
V00783 L-71167,,Ignition On,24
V00783 L-71167,,Tag In,25
V00783 L-71167,,Heartbeat,13
V00783 L-71167,,Command Response,2
V00783 L-71167,Count: 7,,Sum: 351
V00784 G-91745,,,
V00784 G-91745,,Ignition On,25
V00784 G-91745,,Ignition Off,24
V00784 G-91745,,Journey Periodic,123
V00784 G-91745,,Heartbeat,13
V00784 G-91745,,Idle Start,1
V00784 G-91745,,Command Response,1
V00784 G-91745,,External Power Restore,1
V00784 G-91745,,External Power Loss,1
V00784 G-91745,Count: 8,,Sum: 189
V00786 G-55468,,,
V00786 G-55468,,Heartbeat,13
V00786 G-55468,,Command Response,1
V00786 G-55468,,Tag Out,1
V00786 G-55468,,Ignition Off,1
V00786 G-55468,,Ignition On,1
V00786 G-55468,,Tag In,1
V00786 G-55468,Count: 6,,Sum: 18
V00787 A-22698,,,
V00787 A-22698,,Tag Out,32
V00787 A-22698,,Journey Summary,32
V00787 A-22698,,Ignition Off,32
V00787 A-22698,,Journey Periodic,1084
V00787 A-22698,,Harsh Acceleration,27
V00787 A-22698,,Geofence Exit,10
V00787 A-22698,,Geofence Entry,11
V00787 A-22698,,Harsh Cornering,26
V00787 A-22698,,Ignition On,32
V00787 A-22698,,Tag In,32
V00787 A-22698,,Heartbeat,13
V00787 A-22698,,Idle End,3
V00787 A-22698,,Idle Start,5
V00787 A-22698,,Power Up,3
V00787 A-22698,,Harsh RPM,3
V00787 A-22698,,Overspeed End,9
V00787 A-22698,,Overspeed Start,9
V00787 A-22698,Count: 17,,Sum: 1363
V00788 A-83780,,,
V00788 A-83780,,Tag Out,43
V00788 A-83780,,Journey Summary,43
V00788 A-83780,,Ignition Off,43
V00788 A-83780,,Journey Periodic,1043
V00788 A-83780,,Harsh Deceleration,3
V00788 A-83780,,Harsh Acceleration,45
V00788 A-83780,,Harsh RPM,33
V00788 A-83780,,Harsh Cornering,40
V00788 A-83780,,Ignition On,42
V00788 A-83780,,Tag In,42
V00788 A-83780,,Heartbeat,14
V00788 A-83780,,Overspeed End,15
V00788 A-83780,,Overspeed Start,15
V00788 A-83780,,Geofence Exit,20
V00788 A-83780,,Geofence Entry,19
V00788 A-83780,,Idle End,2
V00788 A-83780,,Idle Start,2
V00788 A-83780,,Power Up,1
V00788 A-83780,Count: 18,,Sum: 1465
V00789 B-63768,,,
V00789 B-63768,,Tag Out,25
V00789 B-63768,,Journey Summary,25
V00789 B-63768,,Ignition Off,25
V00789 B-63768,,Journey Periodic,563
V00789 B-63768,,Ignition On,25
V00789 B-63768,,Tag In,25
V00789 B-63768,,Harsh RPM,20
V00789 B-63768,,Harsh Cornering,15
V00789 B-63768,,Harsh Acceleration,20
V00789 B-63768,,Power Up,7
V00789 B-63768,,Heartbeat,14
V00789 B-63768,,Geofence Exit,2
V00789 B-63768,,Geofence Entry,2
V00789 B-63768,Count: 13,,Sum: 768
V00790 B-54232,,,
V00790 B-54232,,Tag Out,16
V00790 B-54232,,Journey Summary,16
V00790 B-54232,,Ignition Off,16
V00790 B-54232,,Journey Periodic,404
V00790 B-54232,,Ignition On,16
V00790 B-54232,,Tag In,16
V00790 B-54232,,Harsh Cornering,15
V00790 B-54232,,Harsh Acceleration,9
V00790 B-54232,,Power Up,7
V00790 B-54232,,Heartbeat,12
V00790 B-54232,,Geofence Exit,4
V00790 B-54232,,Geofence Entry,4
V00790 B-54232,,External Power Restore,4
V00790 B-54232,,External Power Loss,4
V00790 B-54232,Count: 14,,Sum: 543
V00791 A-36811,,,
V00791 A-36811,,Tag Out,25
V00791 A-36811,,Journey Summary,26
V00791 A-36811,,Ignition Off,26
V00791 A-36811,,Journey Periodic,1074
V00791 A-36811,,Overspeed End,50
V00791 A-36811,,Overspeed Start,50
V00791 A-36811,,Harsh RPM,15
V00791 A-36811,,Harsh Acceleration,13
V00791 A-36811,,Ignition On,25
V00791 A-36811,,Tag In,24
V00791 A-36811,,Heartbeat,14
V00791 A-36811,,Power Up,3
V00791 A-36811,,Harsh Cornering,6
V00791 A-36811,,Idle End,1
V00791 A-36811,,Idle Start,1
V00791 A-36811,,Geofence Exit,8
V00791 A-36811,,Geofence Entry,8
V00791 A-36811,,Harsh Deceleration,1
V00791 A-36811,,External Power Restore,1
V00791 A-36811,,External Power Loss,1
V00791 A-36811,Count: 20,,Sum: 1372
V00792 B-28395,,,
V00792 B-28395,,Journey Periodic,690
V00792 B-28395,,Ignition On,33
V00792 B-28395,,Tag In,33
V00792 B-28395,,Tag Out,32
V00792 B-28395,,Journey Summary,32
V00792 B-28395,,Ignition Off,32
V00792 B-28395,,Harsh Acceleration,22
V00792 B-28395,,Heartbeat,13
V00792 B-28395,,Harsh Cornering,16
V00792 B-28395,,Geofence Exit,2
V00792 B-28395,,Geofence Entry,2
V00792 B-28395,,Idle End,1
V00792 B-28395,,Idle Start,1
V00792 B-28395,,Power Up,4
V00792 B-28395,Count: 14,,Sum: 913
V00793 A-90833,,,
V00793 A-90833,,Tag Out,35
V00793 A-90833,,Journey Summary,38
V00793 A-90833,,Ignition Off,38
V00793 A-90833,,Journey Periodic,873
V00793 A-90833,,Harsh Acceleration,11
V00793 A-90833,,Harsh Cornering,17
V00793 A-90833,,Geofence Exit,15
V00793 A-90833,,Geofence Entry,15
V00793 A-90833,,Ignition On,44
V00793 A-90833,,Tag In,35
V00793 A-90833,,Heartbeat,14
V00793 A-90833,,Power Up,7
V00793 A-90833,,External Power Restore,5
V00793 A-90833,,External Power Loss,7
V00793 A-90833,,Overspeed End,2
V00793 A-90833,,Overspeed Start,2
V00793 A-90833,Count: 16,,Sum: 1158
V00794 A-43576,,,
V00794 A-43576,,Heartbeat,13
V00794 A-43576,,Tag Out,7
V00794 A-43576,,Journey Summary,7
V00794 A-43576,,Ignition Off,7
V00794 A-43576,,Journey Periodic,59
V00794 A-43576,,Harsh RPM,1
V00794 A-43576,,Idle Start,1
V00794 A-43576,,Power Up,8
V00794 A-43576,,Ignition On,7
V00794 A-43576,,Tag In,7
V00794 A-43576,Count: 10,,Sum: 117
V00795 B-33150,,,
V00795 B-33150,,Tag Out,13
V00795 B-33150,,Journey Summary,13
V00795 B-33150,,Ignition Off,13
V00795 B-33150,,Journey Periodic,203
V00795 B-33150,,Overspeed End,1
V00795 B-33150,,Harsh RPM,2
V00795 B-33150,,Overspeed Start,1
V00795 B-33150,,Harsh Cornering,4
V00795 B-33150,,Harsh Acceleration,6
V00795 B-33150,,Power Up,8
V00795 B-33150,,Ignition On,13
V00795 B-33150,,Tag In,13
V00795 B-33150,,Heartbeat,13
V00795 B-33150,,Geofence Exit,2
V00795 B-33150,,Geofence Entry,2
V00795 B-33150,Count: 15,,Sum: 307
V00796 B-34101,,,
V00796 B-34101,,Heartbeat,15
V00796 B-34101,,Tag Out,9
V00796 B-34101,,Journey Summary,9
V00796 B-34101,,Ignition Off,9
V00796 B-34101,,Ignition On,9
V00796 B-34101,,Tag In,9
V00796 B-34101,,Journey Periodic,206
V00796 B-34101,,Power Up,9
V00796 B-34101,,Harsh Cornering,7
V00796 B-34101,,Idle End,1
V00796 B-34101,,Idle Start,2
V00796 B-34101,,Harsh Acceleration,3
V00796 B-34101,,Geofence Exit,5
V00796 B-34101,,Geofence Entry,5
V00796 B-34101,Count: 14,,Sum: 298
V00798 B-31604,,,
V00798 B-31604,,Tag Out,42
V00798 B-31604,,Journey Summary,42
V00798 B-31604,,Ignition Off,42
V00798 B-31604,,Journey Periodic,818
V00798 B-31604,,Overspeed End,30
V00798 B-31604,,Harsh RPM,99
V00798 B-31604,,Overspeed Start,31
V00798 B-31604,,Harsh Acceleration,53
V00798 B-31604,,Harsh Cornering,42
V00798 B-31604,,Geofence Exit,26
V00798 B-31604,,Geofence Entry,27
V00798 B-31604,,Ignition On,41
V00798 B-31604,,Tag In,41
V00798 B-31604,,Heartbeat,14
V00798 B-31604,,Power Up,3
V00798 B-31604,,External Power Restore,1
V00798 B-31604,,External Power Loss,1
V00798 B-31604,Count: 17,,Sum: 1353
V00799 B-41633,,,
V00799 B-41633,,Tag Out,26
V00799 B-41633,,Journey Summary,26
V00799 B-41633,,Ignition Off,26
V00799 B-41633,,Ignition On,26
V00799 B-41633,,Tag In,26
V00799 B-41633,,Journey Periodic,531
V00799 B-41633,,Idle Start,1
V00799 B-41633,,Heartbeat,11
V00799 B-41633,,Power Up,3
V00799 B-41633,,Harsh Acceleration,5
V00799 B-41633,,Harsh Cornering,5
V00799 B-41633,,Geofence Exit,2
V00799 B-41633,,Geofence Entry,2
V00799 B-41633,Count: 13,,Sum: 690
V00800 B-23370,,,
V00800 B-23370,,Tag Out,150
V00800 B-23370,,Journey Summary,151
V00800 B-23370,,Ignition Off,151
V00800 B-23370,,Journey Periodic,1709
V00800 B-23370,,Harsh Cornering,51
V00800 B-23370,,Harsh Acceleration,19
V00800 B-23370,,Ignition On,166
V00800 B-23370,,Tag In,150
V00800 B-23370,,Heartbeat,15
V00800 B-23370,,Power Up,14
V00800 B-23370,,External Power Restore,6
V00800 B-23370,,External Power Loss,10
V00800 B-23370,,Overspeed End,2
V00800 B-23370,,Overspeed Start,2
V00800 B-23370,Count: 14,,Sum: 2596
V00801 B-56426,,,
V00801 B-56426,,Tag Out,45
V00801 B-56426,,Journey Summary,45
V00801 B-56426,,Ignition Off,45
V00801 B-56426,,Journey Periodic,827
V00801 B-56426,,Ignition On,45
V00801 B-56426,,Tag In,46
V00801 B-56426,,Heartbeat,16
V00801 B-56426,,Harsh Acceleration,16
V00801 B-56426,,Overspeed End,1
V00801 B-56426,,Overspeed Start,1
V00801 B-56426,,Geofence Exit,5
V00801 B-56426,,Geofence Entry,6
V00801 B-56426,,Harsh Cornering,13
V00801 B-56426,,Harsh Deceleration,3
V00801 B-56426,,Power Up,3
V00801 B-56426,,Harsh RPM,1
V00801 B-56426,Count: 16,,Sum: 1118
V00802 B-61783,,,
V00802 B-61783,,Journey Summary,22
V00802 B-61783,,Ignition Off,22
V00802 B-61783,,Journey Periodic,577
V00802 B-61783,,Harsh Cornering,13
V00802 B-61783,,Ignition On,22
V00802 B-61783,,Tag Out,1
V00802 B-61783,,Harsh Acceleration,12
V00802 B-61783,,Overspeed End,18
V00802 B-61783,,Overspeed Start,18
V00802 B-61783,,Harsh RPM,3
V00802 B-61783,,Power Up,2
V00802 B-61783,,Tag In,1
V00802 B-61783,,Heartbeat,12
V00802 B-61783,,Harsh Deceleration,1
V00802 B-61783,,Geofence Exit,2
V00802 B-61783,,Geofence Entry,2
V00802 B-61783,,External Power Restore,1
V00802 B-61783,,External Power Loss,1
V00802 B-61783,Count: 18,,Sum: 730
V00803 B-23088,,,
V00803 B-23088,,Journey Periodic,3026
V00803 B-23088,,Overspeed End,8
V00803 B-23088,,Overspeed Start,8
V00803 B-23088,,Geofence Exit,46
V00803 B-23088,,Geofence Entry,53
V00803 B-23088,,Power Up,46
V00803 B-23088,,Ignition On,248
V00803 B-23088,,Harsh Deceleration,3
V00803 B-23088,,Harsh Cornering,76
V00803 B-23088,,Tag In,193
V00803 B-23088,,Tag Out,193
V00803 B-23088,,Journey Summary,193
V00803 B-23088,,Ignition Off,193
V00803 B-23088,,Harsh Acceleration,80
V00803 B-23088,,Harsh RPM,25
V00803 B-23088,,Heartbeat,17
V00803 B-23088,,Idle End,1
V00803 B-23088,,Idle Start,1
V00803 B-23088,,External Power Restore,1
V00803 B-23088,,External Power Loss,1
V00803 B-23088,Count: 20,,Sum: 4412
V00805 B-14511,,,
V00805 B-14511,,Tag Out,25
V00805 B-14511,,Journey Summary,26
V00805 B-14511,,Ignition Off,26
V00805 B-14511,,Journey Periodic,417
V00805 B-14511,,Harsh Cornering,27
V00805 B-14511,,Geofence Exit,4
V00805 B-14511,,Geofence Entry,4
V00805 B-14511,,Ignition On,26
V00805 B-14511,,Tag In,25
V00805 B-14511,,Heartbeat,14
V00805 B-14511,,Harsh Acceleration,10
V00805 B-14511,,Power Up,4
V00805 B-14511,,External Power Restore,1
V00805 B-14511,,External Power Loss,1
V00805 B-14511,Count: 14,,Sum: 610
V00806 A-98745,,,
V00806 A-98745,,Journey Periodic,2543
V00806 A-98745,,Harsh Acceleration,184
V00806 A-98745,,Ignition On,151
V00806 A-98745,,Journey Summary,137
V00806 A-98745,,Ignition Off,137
V00806 A-98745,,Harsh RPM,264
V00806 A-98745,,Harsh Deceleration,26
V00806 A-98745,,Overspeed End,30
V00806 A-98745,,Overspeed Start,30
V00806 A-98745,,Harsh Cornering,75
V00806 A-98745,,Power Up,14
V00806 A-98745,,External Power Restore,7
V00806 A-98745,,External Power Loss,11
V00806 A-98745,,Heartbeat,14
V00806 A-98745,,Idle End,7
V00806 A-98745,,Idle Start,8
V00806 A-98745,Count: 16,,Sum: 3638
V00807 A-52686,,,
V00807 A-52686,,Tag Out,107
V00807 A-52686,,Journey Summary,107
V00807 A-52686,,Ignition Off,111
V00807 A-52686,,Journey Periodic,2157
V00807 A-52686,,Power Up,12
V00807 A-52686,,Ignition On,118
V00807 A-52686,,Tag In,106
V00807 A-52686,,Heartbeat,14
V00807 A-52686,,External Power Restore,15
V00807 A-52686,,External Power Loss,21
V00807 A-52686,,Harsh RPM,2
V00807 A-52686,,Geofence Exit,8
V00807 A-52686,,Geofence Entry,8
V00807 A-52686,,Idle End,5
V00807 A-52686,,Idle Start,5
V00807 A-52686,,Harsh Acceleration,20
V00807 A-52686,,Harsh Cornering,14
V00807 A-52686,,Harsh Deceleration,3
V00807 A-52686,,Overspeed End,3
V00807 A-52686,,Overspeed Start,3
V00807 A-52686,Count: 20,,Sum: 2839
V00808 A-48596,,,
V00808 A-48596,,Tag Out,10
V00808 A-48596,,Journey Summary,10
V00808 A-48596,,Ignition Off,10
V00808 A-48596,,Journey Periodic,694
V00808 A-48596,,Overspeed End,21
V00808 A-48596,,Overspeed Start,21
V00808 A-48596,,Harsh Acceleration,30
V00808 A-48596,,Ignition On,11
V00808 A-48596,,Tag In,10
V00808 A-48596,,Heartbeat,14
V00808 A-48596,,Harsh Cornering,13
V00808 A-48596,,Power Up,7
V00808 A-48596,,Idle End,1
V00808 A-48596,,Idle Start,1
V00808 A-48596,,Harsh RPM,6
V00808 A-48596,Count: 15,,Sum: 859
V00809 A-98368,,,
V00809 A-98368,,Tag Out,31
V00809 A-98368,,Journey Summary,32
V00809 A-98368,,Ignition Off,32
V00809 A-98368,,Journey Periodic,622
V00809 A-98368,,Harsh Cornering,21
V00809 A-98368,,Ignition On,32
V00809 A-98368,,Tag In,31
V00809 A-98368,,Heartbeat,13
V00809 A-98368,,Harsh Acceleration,10
V00809 A-98368,,Geofence Exit,4
V00809 A-98368,,Geofence Entry,4
V00809 A-98368,,Harsh Deceleration,1
V00809 A-98368,,Power Up,4
V00809 A-98368,Count: 13,,Sum: 837
V00810 A-42541,,,
V00810 A-42541,,Power Up,7
V00810 A-42541,,Heartbeat,17
V00810 A-42541,,Tag Out,15
V00810 A-42541,,Journey Summary,15
V00810 A-42541,,Ignition Off,15
V00810 A-42541,,Journey Periodic,24
V00810 A-42541,,Ignition On,15
V00810 A-42541,,Tag In,15
V00810 A-42541,,External Power Restore,1
V00810 A-42541,,External Power Loss,1
V00810 A-42541,Count: 10,,Sum: 125
V00811 A-48728,,,
V00811 A-48728,,Journey Periodic,515
V00811 A-48728,,Ignition On,23
V00811 A-48728,,Tag In,23
V00811 A-48728,,Tag Out,23
V00811 A-48728,,Journey Summary,23
V00811 A-48728,,Ignition Off,23
V00811 A-48728,,Harsh Acceleration,16
V00811 A-48728,,Harsh Cornering,5
V00811 A-48728,,Geofence Exit,13
V00811 A-48728,,Geofence Entry,12
V00811 A-48728,,Heartbeat,14
V00811 A-48728,,Power Up,2
V00811 A-48728,,Harsh Deceleration,1
V00811 A-48728,Count: 13,,Sum: 693
V00812 B-50926,,,
V00812 B-50926,,Tag Out,55
V00812 B-50926,,Journey Summary,55
V00812 B-50926,,Ignition Off,55
V00812 B-50926,,Journey Periodic,1224
V00812 B-50926,,Ignition On,62
V00812 B-50926,,Tag In,55
V00812 B-50926,,Harsh RPM,9
V00812 B-50926,,Power Up,10
V00812 B-50926,,Harsh Cornering,10
V00812 B-50926,,Harsh Acceleration,13
V00812 B-50926,,Heartbeat,14
V00812 B-50926,,Idle End,2
V00812 B-50926,,Idle Start,2
V00812 B-50926,,Harsh Deceleration,1
V00812 B-50926,,Overspeed End,2
V00812 B-50926,,Overspeed Start,2
V00812 B-50926,Count: 16,,Sum: 1571
V00813 E-30568,,,
V00813 E-30568,,Tag Out,47
V00813 E-30568,,Journey Summary,48
V00813 E-30568,,Ignition Off,49
V00813 E-30568,,Journey Periodic,1288
V00813 E-30568,,Ignition On,48
V00813 E-30568,,Tag In,47
V00813 E-30568,,Heartbeat,14
V00813 E-30568,,Harsh Acceleration,25
V00813 E-30568,,Harsh Cornering,21
V00813 E-30568,,Harsh Deceleration,3
V00813 E-30568,,Geofence Exit,1
V00813 E-30568,,Geofence Entry,1
V00813 E-30568,,Idle End,1
V00813 E-30568,,Idle Start,3
V00813 E-30568,,Power Up,2
V00813 E-30568,Count: 15,,Sum: 1598
V00815 A-47849,,,
V00815 A-47849,,Tag Out,43
V00815 A-47849,,Journey Summary,43
V00815 A-47849,,Ignition Off,43
V00815 A-47849,,Journey Periodic,1277
V00815 A-47849,,Ignition On,43
V00815 A-47849,,Tag In,43
V00815 A-47849,,Harsh Cornering,9
V00815 A-47849,,Heartbeat,14
V00815 A-47849,,Harsh Acceleration,20
V00815 A-47849,,Geofence Exit,1
V00815 A-47849,,Geofence Entry,1
V00815 A-47849,,Overspeed End,5
V00815 A-47849,,Overspeed Start,5
V00815 A-47849,Count: 13,,Sum: 1547
V00817 A-96509,,,
V00817 A-96509,,Tag Out,14
V00817 A-96509,,Journey Summary,13
